Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country, BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (Use),Unit Revenue,Revenue [USD],Title,Author,Imprint,Sale Date
LSI,8/1/15,8/31/15,6,16.38,USD,United States,,,9781620154267,,,,,20.95,,2.73, 16.38 ,Zeus Is Dead: A Monstrously Inconvenient Adventure,"Munz, Michael G.",Libertary Co.,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154274,,,,,20.95,,0, -   ,Billy Purgatory: I Am the Devil Bird,"Freeman, Jesse James",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154281,,,,,15.95,,0, -   ,Arielle Immortal Passion,"Roberts, Lilian",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154311,,,,,18.95,,0, -   ,The Lycan Hunter,"Jordan, Kelsey",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154328,,,,,17.95,,0, -   ,The Frailty of Things,"Schultz, Tamsen",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154335,,,,,13.95,,0, -   ,Twisted Reflections,"West, Shay",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154342,,,,,21.95,,0, -   ,Last Impressions,"Aalto, A.J.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154359,,,,,13.95,,0, -   ,Eyes of the Enemy,"Hess, Kelly",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154366,,,,,15.95,,0, -   ,Arielle Immortal Journey,"Roberts, Lilian",Booktrope Editions,
LSI,8/1/15,8/31/15,0,-5.92,USD,United States,,,9781620154373,,,,,16.95,,0,-5.92 ,The Gatekeeper's Forbidden Secret,"Brown, Penelope A.",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154380,,,,,14.95,,0, -   ,Between Heartbreak and Happiness,"Miller, SÃƒÂ¡rka-Jonae",Booktrope Editions,
LSI,8/1/15,8/31/15,0,0,USD,United States,,,9781620154397,,,,,20.95,,0, -   ,Return to Sender,"Halleck, Mindy S.",Booktrope Editions,
