wp_id,attachment_id,fieldname,url
36552,42455,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/Treats-in-a-Plain-Brown-Wrapper-2012.doc
36492,36818,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/UndertheGun1.doc.docx
36492,43543,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/05/UndertheGun1.doc.docx
36492,39169,book_stock_cover_image,https://teamtrope.com/wp-content/uploads/2015/03/Under-the-Gun.zip
36492,38282,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/03/Draft-3-4.jpg
36490,36625,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/A-Deadly-Bet-Jen-Cousineau-AMAZON1.docx
36490,39157,book_stock_cover_image,https://teamtrope.com/wp-content/uploads/2015/03/A-Deadly-Bet.zip
36490,38330,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/03/ADB-Mock-idea-for-cover-2.jpg
36486,36495,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Sally-Singletarys-Curiosity.Reformat.Final.docx
36486,37298,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/03/Sally-Singletarys-Curiosity.Reformat.Final.docx
36486,42418,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/IMG_1743.jpg
36478,36640,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Letter-From-Hell-formatted-and-edited1.docx
36407,37385,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/The-Hippity-Dippity-Witch-Illustrations1.doc
36407,43324,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/05/hippitydippitywitchsuggestededits-1.doc
36403,36741,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/20th-and-Rangeline-2.0.docx
36396,36841,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Revenge-Anna-Santos1.docx
36394,37005,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/2007Apr14_Write_Free_EDITMM_JP_RCL.doc
36348,39691,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/Discipline-by-Cassandre-Dayne.doc
36348,42468,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Draft-3-3.jpg
36346,39688,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/Decision-by-Cassandre-Dayne.doc
36346,42472,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Draft-3-2.jpg
36344,39684,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/Anticipation-by-Cassandre-Dayne.doc
36344,43561,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/05/anticipation-by-cassandre-dayne-edit-final.docx
36344,42470,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Draft-3.jpg
36340,36650,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Enslaved-by-DH-Black.doc
36338,41504,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/04/Shock-Treatment-by-DH-Black.doc
36338,44129,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/05/Shock-Treatment-by-DH-Black-edit-by-Toni.doc
36338,38542,book_stock_cover_image,https://teamtrope.com/wp-content/uploads/2015/03/Shock-Treatment.zip
36338,37676,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/03/shocktreatment.jpg
36334,36705,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/Captivated-by-Your-Love-Manuscript.docx
36334,36708,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/03/Captivated-by-Your-Love-Manuscript-edited-03-05-15.docx
36334,44177,book_manuscript_proofed,https://teamtrope.com/wp-content/uploads/2015/05/Captivated-By-Your-Love-March-Proof-04-30-15.docx
36334,39037,book_cover_concept,https://teamtrope.com/wp-content/uploads/2015/04/Captivated-by-Your-Love-Ebook-cover.jpg
36330,36710,book_manuscript_original,https://teamtrope.com/wp-content/uploads/2015/03/The-Right-Kind-of-Love-Manuscript.docx
36330,36713,book_manuscript_edited,https://teamtrope.com/wp-content/uploads/2015/03/RKOL-kindle-02-08-15.docx
36330,38214,book_manuscript_proofed,https://teamtrope.com/wp-content/uploads/2015/03/The-Right-Kind-of-Love-Final-Proof.docx
