Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,Type,List Price [multi-ccy],ISBN Hardcover (use),Unit Revenue,Revenue [USD],Author,Title
Encore,4/1/15,4/30/15,10,10.19,GBP,United Kingdom,,,,,B00TG14YOW,,KU,,,,15.6726276,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,3,3.06,GBP,United Kingdom,,,,,B00TG14YOW,,KOLL,,,,4.7064024,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,4,4.07,GBP,United Kingdom,,,,,B00TG14YOW,,KINDLE,,,,6.2598228,Jennifer Gracen,Autumn Getaway
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00TG14YRO,,KINDLE,,,,1.4,Jesse James Freeman,Billy Purgatory: I am the Devil Bird
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YRO,,KU,,,,1.5688008,Jesse James Freeman,Billy Purgatory: I am the Devil Bird
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YRO,,KINDLE,,,,1.5688008,Jesse James Freeman,Billy Purgatory: I am the Devil Bird
Encore,4/1/15,4/30/15,209,290.78,USD,United States,,,,,B00TG14YPQ,,KU,,,,290.78,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,4/1/15,4/30/15,42,58.43,USD,United States,,,,,B00TG14YPQ,,KOLL,,,,58.43,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,4/1/15,4/30/15,104,144.69,USD,United States,,,,,B00TG14YPQ,,KINDLE,,,,144.69,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YPQ,,KINDLE,,,,1.5688008,"Kay Ellington, Barbara Brannon",The Paragraph Ranch
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00TG14YPG,,KINDLE,,,,1.4,Kelly Hess,Eyes of the Enemy
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00TG14YPG,,KU,,,,1.4,Kelly Hess,Eyes of the Enemy
Encore,4/1/15,4/30/15,4,4.07,GBP,United Kingdom,,,,,B00TG14YPG,,KU,,,,6.2598228,Kelly Hess,Eyes of the Enemy
Encore,4/1/15,4/30/15,3,3.06,GBP,United Kingdom,,,,,B00TG14YPG,,KINDLE,,,,4.7064024,Kelly Hess,Eyes of the Enemy
Encore,4/1/15,4/30/15,7,9.78,USD,United States,,,,,B00U9WWU70,,KU,,,,9.78,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,2,2.79,USD,United States,,,,,B00U9WWU70,,KOLL,,,,2.79,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,4,5.59,USD,United States,,,,,B00U9WWU70,,KINDLE,,,,5.59,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,1,1.45,USD,Canada,,,,,B00U9WWU70,,KINDLE,,,,1.45,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,7,7.13,GBP,United Kingdom,,,,,B00U9WWU70,,KU,,,,10.9662252,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00U9WWU70,,KOLL,,,,1.5688008,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,14,14.26,GBP,United Kingdom,,,,,B00U9WWU70,,KINDLE,,,,21.9324504,Kenneth G. Bennett,Exodus 2022
Encore,4/1/15,4/30/15,164,229.15,USD,United States,,,,,B00OA9GDD0,,KU,,,,229.15,Laura Kilmartin,Next Year I'll be Perfect
Encore,4/1/15,4/30/15,34,47.51,USD,United States,,,,,B00OA9GDD0,,KOLL,,,,47.51,Laura Kilmartin,Next Year I'll be Perfect
Encore,4/1/15,4/30/15,87,121.56,USD,United States,,,,,B00OA9GDD0,,KINDLE,,,,121.56,Laura Kilmartin,Next Year I'll be Perfect
Encore,4/1/15,4/30/15,17,23.87,USD,China,,,,,B00OA9GDD0,,KINDLE,,,,23.87,Laura Kilmartin,Next Year I'll be Perfect
Encore,4/1/15,4/30/15,1,1.4,USD,United States,,,,,B00TG14YVA,,KOLL,,,,1.4,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,7,9.78,USD,United States,,,,,B00TG14YVA,,KU,,,,9.78,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,7,9.78,USD,United States,,,,,B00TG14YVA,,KINDLE,,,,9.78,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YVA,,KU,,,,3.1376016,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,1,1.02,GBP,United Kingdom,,,,,B00TG14YVA,,KOLL,,,,1.5688008,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,2,2.04,GBP,United Kingdom,,,,,B00TG14YVA,,KINDLE,,,,3.1376016,Lisa Fernow,Dead on Her Feet
Encore,4/1/15,4/30/15,5,5.1,GBP,United Kingdom,,,,,B00TG14YVA,,KINDLE,,,,7.844004,Lisa Fernow,Dead on Her Feet
Encore,3/1/15,3/31/15,25,33.21,USD,US,,,,,B00OA9GDWG,,KINDLE,,,,33.21,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,45,59.77,USD,US,,,,,B00OA9GDWG,,KU,,,,59.77,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,1,1.33,USD,US,,,,,B00OA9GDWG,,KOLL,,,,1.33,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,1,1.37,USD,CA,,,,,B00OA9GDWG,,KU,,,,1.37,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,6,8.03,USD,AU,,,,,B00OA9GDWG,,KINDLE,,,,8.03,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,10,10.19,GBP,UK,,,,,B00OA9GDWG,,KINDLE,,,,15.1501863,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,4,4.07,GBP,UK,,,,,B00OA9GDWG,,KU,,,,6.0511539,A.J. Aalto,Touched
Encore,3/1/15,3/31/15,32,44.2,USD,US,,,,,B00TG14YRE,,KU,,,,44.2,A.J. Aalto,Death Rejoices
Encore,3/1/15,3/31/15,36,49.73,USD,US,,,,,B00TG14YRE,,KINDLE,,,,49.73,A.J. Aalto,Death Rejoices
Encore,3/1/15,3/31/15,2,2.76,USD,US,,,,,B00TG14YRE,,KOLL,,,,2.76,A.J. Aalto,Death Rejoices
Encore,3/1/15,3/31/15,1,1.37,USD,CA,,,,,B00TG14YRE,,KINDLE,,,,1.37,A.J. Aalto,Death Rejoices
