Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,KDP - Transaction Type,List Price [multi-ccy],ISBN Hardcover (use),Unit revenue,Revenue [USD],TITLE,AUTHOR,RETAILER,PERIOD
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153017,,,,,,0,,,2.975,Essence,A.L. Waddington,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620154052,,,,,,0,,,2.975,Fissure Free,Shari J. Ryan,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153765,,,,,,0,,,2.975,Leaving the Beach,Mary Rowen,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.55,USD,United States of America,,9781620150627,,,,,,0,,,2.55,One Week,Nikki Van De Car,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,4,11.9,USD,United States of America,,9781620152652,,,,,,0,,,11.9,Seasons' End,Will North,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153369,,,,,,0,,,2.975,Taxicab to Wichita,Aaron Louis Asselstine,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,4,11.9,USD,United States of America,,9781620152676,,,,,,0,,,11.9,The Long Walk Home,Will North,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620154212,,,,,,0,,,2.975,The Lycan Hunter,Kelsey Jordan,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,5.95,USD,United States of America,,9781620152638,,,,,,0,,,5.95,The Old Cape House,Barbara  Eppich Struna,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,6.375,USD,United States of America,,9781620152843,,,,,,0,,,6.375,The River Valley Trilogy,Tess Thompson,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620152744,,,,,,0,,,2.975,The Secrets of Casanova,Greg Michaels,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620150610,,,,,,0,,,2.975,Touched,A.J. Aalto,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620153864,,,,,,0,,,2.975,Violet Midnight,Allie Burke,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620154069,,,,,,0,,,2.975,Waiting for You,Heather Huffman,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,5.95,USD,United States of America,,9781620152669,,,,,,0,,,5.95,"Water, Stone, Heart",Will North,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,2,5.1,USD,United States of America,,9781620153147,,,,,,0,,,5.1,What Echoes Render,Tamsen Schultz,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,9/1/14,,1,2.975,USD,United States of America,,9781620152829,,,,,,0,,,2.975,Zips Goes Wandering,Chris Marsh,OverDrive Retail Sales,P09 14 (Sep 14)
Inscribe,7/1/15,,1,4.25,USD,United States of America,,9781620150115,,,,,,0,,,4.25,Skull Dance,"Gerd Balke, Michael Larocca",OverDrive Retail Sales,P07 14 (Jul 14)
