Source Table Name,Start Date,End Date,Quantity,Revenue [multi-ccy],Currency (use),Country,BN Identifier,epub ISBN,Paperback ISBN,Apple Identifier,ASIN,KDP - Royalty Type,Type,List Price [multi-ccy],ISBN Hardcover (use),Unit Revenue,Revenue [USD],Author,Title
Encore,5/1/15,5/31/15,1,1.03,EUR,Germany,,,,,B00TG14YUQ,,KINDLE,,,,1.1317434,Geoffrey Morrison,Undersea
Encore,5/1/15,5/31/15,295,214.21,USD,United States,,,,,B00U9WWU7A,,KINDLE,,,,214.21,C.L. LeMay,Rivercreek Crossing
Encore,5/1/15,5/31/15,1,0.72,USD,United States,,,,,B00U9WWU7A,,KOLL,,,,0.72,C.L. LeMay,Rivercreek Crossing
Encore,5/1/15,5/31/15,6,4.36,USD,United States,,,,,B00U9WWU7A,,KU,,,,4.36,C.L. LeMay,Rivercreek Crossing
Encore,5/1/15,5/31/15,38,27.44,USD,United States,,,,,B00TG14Z9G,,KU,,,,27.44,Terry Persun,Doublesight
Encore,5/1/15,5/31/15,117,84.48,USD,United States,,,,,B00TG14Z9G,,KINDLE,,,,84.48,Terry Persun,Doublesight
Encore,5/1/15,5/31/15,1,0.7,USD,United States,,,,,B00TG14Z7S,,KU,,,,0.7,Terry Persun,Revision 7: DNA
Encore,5/1/15,5/31/15,4,2.79,USD,United States,,,,,B00TG14Z7S,,KINDLE,,,,2.79,Terry Persun,Revision 7: DNA
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00TG14Z7S,,KINDLE,,,,1.558917,Terry Persun,Revision 7: DNA
Encore,5/1/15,5/31/15,2,1.46,USD,United States,,,,,9.78162E+12,,KOLL,,,,1.46,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,356,259.03,USD,United States,,,,,9.78162E+12,,KINDLE,,,,259.03,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,15,10.91,USD,United States,,,,,9.78162E+12,,KU,,,,10.91,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,1,1.4,USD,Canada,,,,,9.78162E+12,,KINDLE,,,,1.4,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,11,11.2,GBP,United Kingdom,,,,,9.78162E+12,,KINDLE,,,,17.11752,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,11,11.2,GBP,United Kingdom,,,,,9.78162E+12,,KU,,,,17.11752,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,2,2.04,GBP,United Kingdom,,,,,9.78162E+12,,KOLL,,,,3.117834,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,1,1.03,EUR,Germany,,,,,9.78162E+12,,KINDLE,,,,1.1317434,Kenneth G. Bennett,Exodus 2022
Encore,5/1/15,5/31/15,3,4.19,USD,United States,,,,,B00U9WWU5M,,KINDLE,,,,4.19,Shari J. Ryan,Schasm
Encore,5/1/15,5/31/15,3,4.19,USD,United States,,,,,B00U9WWU5M,,KU,,,,4.19,Shari J. Ryan,Schasm
Encore,5/1/15,5/31/15,1,1.02,GBP,United Kingdom,,,,,B00U9WWU5M,,KU,,,,1.558917,Shari J. Ryan,Schasm
Encore,5/1/15,5/31/15,1,1.02,EUR,Germany,,,,,B00U9WWU5M,,KINDLE,,,,1.1207556,Shari J. Ryan,Schasm
Encore,5/1/15,5/31/15,7,5.52,USD,United States,,,,,B00U9WWUQG,,KU,,,,5.52,A.L. Waddington,Essence
Encore,5/1/15,5/31/15,59,46.52,USD,United States,,,,,B00U9WWUQG,,KINDLE,,,,46.52,A.L. Waddington,Essence
